"anno","nuts","zs","mm_prod"
1966,"ITH54",700,265.67999267578125
1967,"ITH54",700,395.2799987792969
1968,"ITH54",700,322.9200134277344
1969,"ITH54",700,259.20001220703125
1970,"ITH54",700,270
1971,"ITH54",700,217.0800018310547
1972,"ITH54",700,274.32000732421875
1973,"ITH54",700,219.24000549316406
1974,"ITH54",700,355.32000732421875
1975,"ITH54",700,302.3999938964844
1976,"ITH54",700,395.2799987792969
1977,"ITH54",700,259.20001220703125
1978,"ITH54",700,262.44000244140625
1979,"ITH54",700,301.32000732421875
1980,"ITH54",700,249.47999572753906
1981,"ITH54",700,343.44000244140625
1982,"ITH54",700,324
1983,"ITH54",700,352.0799865722656
1984,"ITH54",700,302.3999938964844
1985,"ITH54",700,278.6400146484375
1986,"ITH54",700,355.32000732421875
1987,"ITH54",700,534.5999755859375
1988,"ITH54",700,330.4800109863281
1989,"ITH54",700,444.9599914550781
1990,"ITH54",700,313.20001220703125
1991,"ITH54",700,321.8399963378906
1992,"ITH54",700,339.1199951171875
1993,"ITH54",700,325.0799865722656
1994,"ITH54",700,469.79998779296875
1995,"ITH54",700,471.9599914550781
1996,"ITH54",700,309.9599914550781
1997,"ITH54",700,519.47998046875
1998,"ITH54",700,348.8399963378906
1999,"ITH54",700,333.7200012207031
2000,"ITH54",700,365.0400085449219
2001,"ITH54",700,378
2002,"ITH54",700,361.79998779296875
2003,"ITH54",700,341.2799987792969
2004,"ITH54",700,357.4800109863281
2005,"ITH54",700,451.44000244140625
2006,"ITH54",700,1.0800000429153442
2007,"ITH54",700,315.3599853515625
2008,"ITH54",700,340.20001220703125
2009,"ITH54",700,423.3599853515625
2010,"ITH54",700,410.3999938964844
2011,"ITH54",700,339.1199951171875
2012,"ITH54",700,353.1600036621094
2013,"ITH54",700,79.91999816894531
2014,"ITH54",700,262.44000244140625
1961,"ITH54",800,441.7200012207031
1962,"ITH54",800,386.6400146484375
1963,"ITH54",800,351
1964,"ITH54",800,388.79998779296875
1965,"ITH54",800,569.15997314453125
1966,"ITH54",800,371.5199890136719
1967,"ITH54",800,490.32000732421875
1968,"ITH54",800,371.5199890136719
1969,"ITH54",800,513
1970,"ITH54",800,550.79998779296875
1971,"ITH54",800,151.1999969482422
1972,"ITH54",800,414.7200012207031
1973,"ITH54",800,195.47999572753906
1974,"ITH54",800,318.6000061035156
1975,"ITH54",800,515.15997314453125
1976,"ITH54",800,467.6400146484375
1977,"ITH54",800,414.7200012207031
1978,"ITH54",800,552.96002197265625
1979,"ITH54",800,314.2799987792969
1980,"ITH54",800,348.8399963378906
1981,"ITH54",800,395.2799987792969
1982,"ITH54",800,376.9200134277344
1983,"ITH54",800,276.4800109863281
1984,"ITH54",800,430.9200134277344
1985,"ITH54",800,260.2799987792969
1986,"ITH54",800,872.6400146484375
1987,"ITH54",800,413.6400146484375
1988,"ITH54",800,249.47999572753906
1989,"ITH54",800,169.55999755859375
1990,"ITH54",800,408.239990234375
1991,"ITH54",800,344.5199890136719
1992,"ITH54",800,400.67999267578125
1993,"ITH54",800,57.2400016784668
1994,"ITH54",800,304.55999755859375
1995,"ITH54",800,140.39999389648438
1996,"ITH54",800,66.95999908447266
1997,"ITH54",800,254.8800048828125
1998,"ITH54",800,433.0799865722656
1999,"ITH54",800,441.7200012207031
2000,"ITH54",800,180.36000061035156
2001,"ITH54",800,437.3999938964844
2002,"ITH54",800,367.20001220703125
2003,"ITH54",800,331.55999755859375
2004,"ITH54",800,410.3999938964844
2005,"ITH54",800,424.44000244140625
2006,"ITH54",800,0
2007,"ITH54",800,108
2008,"ITH54",800,345.6000061035156
2009,"ITH54",800,287.2799987792969
2010,"ITH54",800,452.5199890136719
2011,"ITH54",800,147.9600067138672
2012,"ITH54",800,116.63999938964844
2013,"ITH54",800,36.720001220703125
2014,"ITH54",800,155.52000427246094
1961,"ITH54",900,339.1199951171875
1962,"ITH54",900,314.2799987792969
1963,"ITH54",900,239.75999450683594
1964,"ITH54",900,284.0400085449219
1965,"ITH54",900,502.20001220703125
1966,"ITH54",900,214.9199981689453
1967,"ITH54",900,425.5199890136719
1968,"ITH54",900,316.44000244140625
1969,"ITH54",900,238.67999267578125
1970,"ITH54",900,290.5199890136719
1971,"ITH54",900,228.9600067138672
1972,"ITH54",900,316.44000244140625
1973,"ITH54",900,344.5199890136719
1974,"ITH54",900,395.2799987792969
1975,"ITH54",900,342.3599853515625
1976,"ITH54",900,303.4800109863281
1977,"ITH54",900,227.8800048828125
1978,"ITH54",900,172.8000030517578
1979,"ITH54",900,332.6400146484375
1980,"ITH54",900,212.75999450683594
1981,"ITH54",900,333.7200012207031
1982,"ITH54",900,293.760009765625
1983,"ITH54",900,356.3999938964844
1984,"ITH54",900,318.6000061035156
1985,"ITH54",900,187.9199981689453
1986,"ITH54",900,359.6400146484375
1987,"ITH54",900,381.239990234375
1988,"ITH54",900,371.5199890136719
1989,"ITH54",900,491.3999938964844
1990,"ITH54",900,331.55999755859375
1991,"ITH54",900,348.8399963378906
1992,"ITH54",900,370.44000244140625
1993,"ITH54",900,270
1994,"ITH54",900,282.9599914550781
1995,"ITH54",900,402.8399963378906
1996,"ITH54",900,341.2799987792969
1997,"ITH54",900,596.15997314453125
1998,"ITH54",900,321.8399963378906
1999,"ITH54",900,305.6400146484375
2000,"ITH54",900,335.8800048828125
2001,"ITH54",900,454.67999267578125
2002,"ITH54",900,355.32000732421875
2003,"ITH54",900,369.3599853515625
2004,"ITH54",900,406.0799865722656
2005,"ITH54",900,360.7200012207031
2006,"ITH54",900,225.72000122070312
2007,"ITH54",900,385.55999755859375
2008,"ITH54",900,408.239990234375
2009,"ITH54",900,624.239990234375
2010,"ITH54",900,353.1600036621094
2011,"ITH54",900,355.32000732421875
2012,"ITH54",900,306.7200012207031
2013,"ITH54",900,196.55999755859375
2014,"ITH54",900,330.4800109863281
1961,"ITH54",1000,362.8800048828125
1962,"ITH54",1000,321.8399963378906
1963,"ITH54",1000,232.1999969482422
1964,"ITH54",1000,342.3599853515625
1965,"ITH54",1000,571.32000732421875
1966,"ITH54",1000,255.9600067138672
1967,"ITH54",1000,451.44000244140625
1968,"ITH54",1000,335.8800048828125
1969,"ITH54",1000,333.7200012207031
1970,"ITH54",1000,285.1199951171875
1971,"ITH54",1000,231.1199951171875
1972,"ITH54",1000,295.9200134277344
1973,"ITH54",1000,271.0799865722656
1974,"ITH54",1000,406.0799865722656
1975,"ITH54",1000,318.6000061035156
1976,"ITH54",1000,438.4800109863281
1977,"ITH54",1000,288.3599853515625
1978,"ITH54",1000,347.760009765625
1979,"ITH54",1000,290.5199890136719
1980,"ITH54",1000,276.4800109863281
1981,"ITH54",1000,395.2799987792969
1982,"ITH54",1000,372.6000061035156
1983,"ITH54",1000,375.8399963378906
1984,"ITH54",1000,315.3599853515625
1985,"ITH54",1000,299.1600036621094
1986,"ITH54",1000,359.6400146484375
1987,"ITH54",1000,669.5999755859375
1988,"ITH54",1000,300.239990234375
1989,"ITH54",1000,506.5199890136719
1990,"ITH54",1000,338.0400085449219
1991,"ITH54",1000,372.6000061035156
1992,"ITH54",1000,592.91998291015625
1993,"ITH54",1000,353.1600036621094
1994,"ITH54",1000,541.08001708984375
1995,"ITH54",1000,845.6400146484375
1996,"ITH54",1000,209.52000427246094
1997,"ITH54",1000,417.9599914550781
1998,"ITH54",1000,336.9599914550781
1999,"ITH54",1000,463.32000732421875
2000,"ITH54",1000,258.1199951171875
2001,"ITH54",1000,413.6400146484375
2002,"ITH54",1000,363.9599914550781
2003,"ITH54",1000,360.7200012207031
2004,"ITH54",1000,439.55999755859375
2005,"ITH54",1000,446.0400085449219
2006,"ITH54",1000,129.60000610351562
2007,"ITH54",1000,374.760009765625
2008,"ITH54",1000,281.8800048828125
2009,"ITH54",1000,389.8800048828125
2010,"ITH54",1000,471.9599914550781
2011,"ITH54",1000,349.9200134277344
2012,"ITH54",1000,343.44000244140625
2013,"ITH54",1000,62.63999938964844
2014,"ITH54",1000,301.32000732421875
1961,"ITH54",1100,407.1600036621094
1962,"ITH54",1100,330.4800109863281
1963,"ITH54",1100,341.2799987792969
1964,"ITH54",1100,338.0400085449219
1965,"ITH54",1100,627.47998046875
1966,"ITH54",1100,284.0400085449219
1967,"ITH54",1100,495.7200012207031
1968,"ITH54",1100,374.760009765625
1969,"ITH54",1100,417.9599914550781
1970,"ITH54",1100,265.67999267578125
1971,"ITH54",1100,255.9600067138672
1972,"ITH54",1100,378
1973,"ITH54",1100,277.55999755859375
1974,"ITH54",1100,455.760009765625
1975,"ITH54",1100,339.1199951171875
1976,"ITH54",1100,464.3999938964844
1977,"ITH54",1100,330.4800109863281
1978,"ITH54",1100,439.55999755859375
1979,"ITH54",1100,327.239990234375
1980,"ITH54",1100,304.55999755859375
1981,"ITH54",1100,448.20001220703125
1982,"ITH54",1100,365.0400085449219
1983,"ITH54",1100,271.0799865722656
1984,"ITH54",1100,315.3599853515625
1985,"ITH54",1100,308.8800048828125
1986,"ITH54",1100,366.1199951171875
1987,"ITH54",1100,578.8800048828125
1988,"ITH54",1100,284.0400085449219
1989,"ITH54",1100,231.1199951171875
1990,"ITH54",1100,372.6000061035156
1991,"ITH54",1100,405
1992,"ITH54",1100,550.79998779296875
1993,"ITH54",1100,328.32000732421875
1994,"ITH54",1100,401.760009765625
1995,"ITH54",1100,478.44000244140625
1996,"ITH54",1100,138.24000549316406
1997,"ITH54",1100,213.83999633789062
1998,"ITH54",1100,402.8399963378906
1999,"ITH54",1100,507.6000061035156
2000,"ITH54",1100,225.72000122070312
2001,"ITH54",1100,430.9200134277344
2002,"ITH54",1100,378
2003,"ITH54",1100,386.6400146484375
2004,"ITH54",1100,453.6000061035156
2005,"ITH54",1100,513
2006,"ITH54",1100,162
2007,"ITH54",1100,356.3999938964844
2008,"ITH54",1100,392.0400085449219
2009,"ITH54",1100,453.6000061035156
2010,"ITH54",1100,552.96002197265625
2011,"ITH54",1100,351
2012,"ITH54",1100,373.67999267578125
2013,"ITH54",1100,22.68000030517578
2014,"ITH54",1100,280.79998779296875
1961,"ITH54",1200,371.5199890136719
1962,"ITH54",1200,306.7200012207031
1963,"ITH54",1200,263.5199890136719
1964,"ITH54",1200,280.79998779296875
1965,"ITH54",1200,643.67999267578125
1966,"ITH54",1200,210.60000610351562
1967,"ITH54",1200,368.2799987792969
1968,"ITH54",1200,318.6000061035156
1969,"ITH54",1200,321.8399963378906
1970,"ITH54",1200,358.55999755859375
1971,"ITH54",1200,289.44000244140625
1972,"ITH54",1200,347.760009765625
1973,"ITH54",1200,464.3999938964844
1974,"ITH54",1200,424.44000244140625
1975,"ITH54",1200,302.3999938964844
1976,"ITH54",1200,401.760009765625
1977,"ITH54",1200,261.3599853515625
1978,"ITH54",1200,293.760009765625
1979,"ITH54",1200,366.1199951171875
1980,"ITH54",1200,221.39999389648438
1981,"ITH54",1200,397.44000244140625
1982,"ITH54",1200,344.5199890136719
1983,"ITH54",1200,439.55999755859375
1984,"ITH54",1200,312.1199951171875
1985,"ITH54",1200,369.3599853515625
1986,"ITH54",1200,354.239990234375
1987,"ITH54",1200,441.7200012207031
1988,"ITH54",1200,394.20001220703125
1989,"ITH54",1200,616.67999267578125
1990,"ITH54",1200,360.7200012207031
1991,"ITH54",1200,412.55999755859375
1992,"ITH54",1200,405
1993,"ITH54",1200,314.2799987792969
1994,"ITH54",1200,353.1600036621094
1995,"ITH54",1200,501.1199951171875
1996,"ITH54",1200,415.79998779296875
1997,"ITH54",1200,652.32000732421875
1998,"ITH54",1200,302.3999938964844
1999,"ITH54",1200,433.0799865722656
2000,"ITH54",1200,398.5199890136719
2001,"ITH54",1200,505.44000244140625
2002,"ITH54",1200,343.44000244140625
2003,"ITH54",1200,388.79998779296875
2004,"ITH54",1200,412.55999755859375
2005,"ITH54",1200,687.96002197265625
2006,"ITH54",1200,497.8800048828125
2007,"ITH54",1200,454.67999267578125
2008,"ITH54",1200,518.4000244140625
2009,"ITH54",1200,679.32000732421875
2010,"ITH54",1200,419.0400085449219
2011,"ITH54",1200,359.6400146484375
2012,"ITH54",1200,345.6000061035156
2013,"ITH54",1200,196.55999755859375
2014,"ITH54",1200,344.5199890136719
1961,"ITH54",1300,407.1600036621094
1962,"ITH54",1300,294.8399963378906
1963,"ITH54",1300,286.20001220703125
1964,"ITH54",1300,324
1965,"ITH54",1300,719.280029296875
1966,"ITH54",1300,226.8000030517578
1967,"ITH54",1300,525.96002197265625
1968,"ITH54",1300,340.20001220703125
1969,"ITH54",1300,401.760009765625
1970,"ITH54",1300,372.6000061035156
1971,"ITH54",1300,236.52000427246094
1972,"ITH54",1300,334.79998779296875
1973,"ITH54",1300,502.20001220703125
1974,"ITH54",1300,462.239990234375
1975,"ITH54",1300,353.1600036621094
1976,"ITH54",1300,534.5999755859375
1977,"ITH54",1300,297
1978,"ITH54",1300,412.55999755859375
1979,"ITH54",1300,320.760009765625
1980,"ITH54",1300,250.55999755859375
1981,"ITH54",1300,465.4800109863281
1982,"ITH54",1300,393.1199951171875
1983,"ITH54",1300,395.2799987792969
1984,"ITH54",1300,349.9200134277344
1985,"ITH54",1300,349.9200134277344
1986,"ITH54",1300,363.9599914550781
1987,"ITH54",1300,480.6000061035156
1988,"ITH54",1300,422.2799987792969
1989,"ITH54",1300,600.47998046875
1990,"ITH54",1300,355.32000732421875
1991,"ITH54",1300,435.239990234375
1992,"ITH54",1300,429.8399963378906
1993,"ITH54",1300,362.8800048828125
1994,"ITH54",1300,729
1995,"ITH54",1300,554.03997802734375
1996,"ITH54",1300,484.9200134277344
1997,"ITH54",1300,477.3599853515625
1998,"ITH54",1300,335.8800048828125
1999,"ITH54",1300,575.6400146484375
2000,"ITH54",1300,450.3599853515625
2001,"ITH54",1300,487.0799865722656
2002,"ITH54",1300,365.0400085449219
2003,"ITH54",1300,367.20001220703125
2004,"ITH54",1300,436.32000732421875
2005,"ITH54",1300,462.239990234375
2006,"ITH54",1300,133.9199981689453
2007,"ITH54",1300,286.20001220703125
2008,"ITH54",1300,461.1600036621094
2009,"ITH54",1300,493.55999755859375
2010,"ITH54",1300,488.1600036621094
2011,"ITH54",1300,200.8800048828125
2012,"ITH54",1300,392.0400085449219
2013,"ITH54",1300,91.80000305175781
2014,"ITH54",1300,178.1999969482422
1961,"ITH54",1400,370.44000244140625
1962,"ITH54",1400,280.79998779296875
1963,"ITH54",1400,285.1199951171875
1964,"ITH54",1400,294.8399963378906
1965,"ITH54",1400,692.280029296875
1966,"ITH54",1400,195.47999572753906
1967,"ITH54",1400,491.3999938964844
1968,"ITH54",1400,326.1600036621094
1969,"ITH54",1400,372.6000061035156
1970,"ITH54",1400,365.0400085449219
1971,"ITH54",1400,218.16000366210938
1972,"ITH54",1400,300.239990234375
1973,"ITH54",1400,573.47998046875
1974,"ITH54",1400,457.9200134277344
1975,"ITH54",1400,320.760009765625
1976,"ITH54",1400,492.4800109863281
1977,"ITH54",1400,266.760009765625
1978,"ITH54",1400,357.4800109863281
1979,"ITH54",1400,274.32000732421875
1980,"ITH54",1400,244.0800018310547
1981,"ITH54",1400,389.8800048828125
1982,"ITH54",1400,407.1600036621094
1983,"ITH54",1400,374.760009765625
1984,"ITH54",1400,318.6000061035156
1985,"ITH54",1400,376.9200134277344
1986,"ITH54",1400,362.8800048828125
1987,"ITH54",1400,438.4800109863281
1988,"ITH54",1400,409.32000732421875
1989,"ITH54",1400,646.91998291015625
1990,"ITH54",1400,321.8399963378906
1991,"ITH54",1400,441.7200012207031
1992,"ITH54",1400,405
1993,"ITH54",1400,329.3999938964844
1994,"ITH54",1400,885.5999755859375
1995,"ITH54",1400,534.5999755859375
1996,"ITH54",1400,423.3599853515625
1997,"ITH54",1400,630.719970703125
1998,"ITH54",1400,327.239990234375
1999,"ITH54",1400,592.91998291015625
2000,"ITH54",1400,488.1600036621094
2001,"ITH54",1400,517.32000732421875
2002,"ITH54",1400,349.9200134277344
2003,"ITH54",1400,363.9599914550781
2004,"ITH54",1400,420.1199951171875
2005,"ITH54",1400,422.2799987792969
2006,"ITH54",1400,168.47999572753906
2007,"ITH54",1400,322.9200134277344
2008,"ITH54",1400,436.32000732421875
2009,"ITH54",1400,479.5199890136719
2010,"ITH54",1400,467.6400146484375
2011,"ITH54",1400,263.5199890136719
2012,"ITH54",1400,375.8399963378906
2013,"ITH54",1400,111.23999786376953
2014,"ITH54",1400,336.9599914550781
1961,"ITH54",1500,410.3999938964844
1962,"ITH54",1500,279.7200012207031
1963,"ITH54",1500,311.0400085449219
1964,"ITH54",1500,260.2799987792969
1965,"ITH54",1500,811.08001708984375
1966,"ITH54",1500,223.55999755859375
1967,"ITH54",1500,523.79998779296875
1968,"ITH54",1500,294.8399963378906
1969,"ITH54",1500,344.5199890136719
1970,"ITH54",1500,425.5199890136719
1971,"ITH54",1500,299.1600036621094
1972,"ITH54",1500,335.8800048828125
1973,"ITH54",1500,633.96002197265625
1974,"ITH54",1500,439.55999755859375
1975,"ITH54",1500,326.1600036621094
1976,"ITH54",1500,495.7200012207031
1977,"ITH54",1500,277.55999755859375
1978,"ITH54",1500,331.55999755859375
1979,"ITH54",1500,358.55999755859375
1980,"ITH54",1500,235.44000244140625
1981,"ITH54",1500,433.0799865722656
1982,"ITH54",1500,426.6000061035156
1983,"ITH54",1500,376.9200134277344
1984,"ITH54",1500,349.9200134277344
1985,"ITH54",1500,292.67999267578125
1986,"ITH54",1500,395.2799987792969
1987,"ITH54",1500,429.8399963378906
1988,"ITH54",1500,460.0799865722656
1989,"ITH54",1500,752.760009765625
1990,"ITH54",1500,368.2799987792969
1991,"ITH54",1500,723.5999755859375
1992,"ITH54",1500,428.760009765625
1993,"ITH54",1500,325.0799865722656
1994,"ITH54",1500,375.8399963378906
1995,"ITH54",1500,483.8399963378906
1996,"ITH54",1500,353.1600036621094
1997,"ITH54",1500,398.5199890136719
1998,"ITH54",1500,328.32000732421875
1999,"ITH54",1500,582.1199951171875
2000,"ITH54",1500,522.719970703125
2001,"ITH54",1500,689.03997802734375
2002,"ITH54",1500,412.55999755859375
2003,"ITH54",1500,386.6400146484375
2004,"ITH54",1500,437.3999938964844
2005,"ITH54",1500,395.2799987792969
2006,"ITH54",1500,491.3999938964844
2007,"ITH54",1500,622.08001708984375
2008,"ITH54",1500,335.8800048828125
2009,"ITH54",1500,880.20001220703125
2010,"ITH54",1500,393.1199951171875
2011,"ITH54",1500,381.239990234375
2012,"ITH54",1500,353.1600036621094
2013,"ITH54",1500,572.4000244140625
2014,"ITH54",1500,369.3599853515625
1961,"ITH55",600,357.4800109863281
1962,"ITH55",600,332.6400146484375
1963,"ITH55",600,292.67999267578125
1964,"ITH55",600,354.239990234375
1965,"ITH55",600,440.6400146484375
1966,"ITH55",600,299.1600036621094
1967,"ITH55",600,406.0799865722656
1968,"ITH55",600,352.0799865722656
1969,"ITH55",600,466.55999755859375
1970,"ITH55",600,586.44000244140625
1971,"ITH55",600,157.67999267578125
1972,"ITH55",600,398.5199890136719
1973,"ITH55",600,207.36000061035156
1974,"ITH55",600,316.44000244140625
1975,"ITH55",600,574.55999755859375
1976,"ITH55",600,351
1977,"ITH55",600,330.4800109863281
1978,"ITH55",600,373.67999267578125
1979,"ITH55",600,328.32000732421875
1980,"ITH55",600,298.0799865722656
1981,"ITH55",600,400.67999267578125
1982,"ITH55",600,345.6000061035156
1983,"ITH55",600,373.67999267578125
1984,"ITH55",600,321.8399963378906
1985,"ITH55",600,317.5199890136719
1986,"ITH55",600,336.9599914550781
1987,"ITH55",600,385.55999755859375
1988,"ITH55",600,180.36000061035156
1989,"ITH55",600,189
1990,"ITH55",600,356.3999938964844
1991,"ITH55",600,362.8800048828125
1992,"ITH55",600,370.44000244140625
1993,"ITH55",600,372.6000061035156
1994,"ITH55",600,411.4800109863281
1995,"ITH55",600,629.6400146484375
1996,"ITH55",600,208.44000244140625
1997,"ITH55",600,319.67999267578125
1998,"ITH55",600,353.1600036621094
1999,"ITH55",600,367.20001220703125
2000,"ITH55",600,191.16000366210938
2001,"ITH55",600,367.20001220703125
2002,"ITH55",600,351
2003,"ITH55",600,367.20001220703125
2004,"ITH55",600,352.0799865722656
2005,"ITH55",600,330.4800109863281
2006,"ITH55",600,0
2007,"ITH55",600,43.20000076293945
2008,"ITH55",600,329.3999938964844
2009,"ITH55",600,278.6400146484375
2010,"ITH55",600,491.3999938964844
2011,"ITH55",600,305.6400146484375
2012,"ITH55",600,81
2013,"ITH55",600,8.640000343322754
2014,"ITH55",600,149.0399932861328
1961,"ITH55",700,352.0799865722656
1962,"ITH55",700,308.8800048828125
1963,"ITH55",700,231.1199951171875
1964,"ITH55",700,301.32000732421875
1965,"ITH55",700,488.1600036621094
1966,"ITH55",700,265.67999267578125
1967,"ITH55",700,395.2799987792969
1968,"ITH55",700,322.9200134277344
1969,"ITH55",700,259.20001220703125
1970,"ITH55",700,270
1971,"ITH55",700,217.0800018310547
1972,"ITH55",700,274.32000732421875
1973,"ITH55",700,219.24000549316406
1974,"ITH55",700,355.32000732421875
1975,"ITH55",700,302.3999938964844
1976,"ITH55",700,395.2799987792969
1977,"ITH55",700,259.20001220703125
1978,"ITH55",700,262.44000244140625
1979,"ITH55",700,301.32000732421875
1980,"ITH55",700,249.47999572753906
1981,"ITH55",700,343.44000244140625
1982,"ITH55",700,324
1983,"ITH55",700,352.0799865722656
1984,"ITH55",700,302.3999938964844
1985,"ITH55",700,278.6400146484375
1986,"ITH55",700,355.32000732421875
1987,"ITH55",700,534.5999755859375
1988,"ITH55",700,330.4800109863281
1989,"ITH55",700,444.9599914550781
1990,"ITH55",700,313.20001220703125
1991,"ITH55",700,321.8399963378906
1992,"ITH55",700,339.1199951171875
1993,"ITH55",700,325.0799865722656
1994,"ITH55",700,469.79998779296875
1995,"ITH55",700,471.9599914550781
1996,"ITH55",700,309.9599914550781
1997,"ITH55",700,519.47998046875
1998,"ITH55",700,348.8399963378906
1999,"ITH55",700,333.7200012207031
2000,"ITH55",700,365.0400085449219
2001,"ITH55",700,378
2002,"ITH55",700,361.79998779296875
2003,"ITH55",700,341.2799987792969
2004,"ITH55",700,357.4800109863281
2005,"ITH55",700,451.44000244140625
2006,"ITH55",700,1.0800000429153442
2007,"ITH55",700,315.3599853515625
2008,"ITH55",700,340.20001220703125
2009,"ITH55",700,423.3599853515625
2010,"ITH55",700,410.3999938964844
2011,"ITH55",700,339.1199951171875
2012,"ITH55",700,353.1600036621094
2013,"ITH55",700,79.91999816894531
2014,"ITH55",700,262.44000244140625
1961,"ITH55",800,669.5999755859375
1962,"ITH55",800,332.6400146484375
1963,"ITH55",800,295.9200134277344
1964,"ITH55",800,442.79998779296875
1965,"ITH55",800,540
1966,"ITH55",800,385.55999755859375
1967,"ITH55",800,475.20001220703125
1968,"ITH55",800,331.55999755859375
1969,"ITH55",800,385.55999755859375
1970,"ITH55",800,510.8399963378906
1971,"ITH55",800,116.63999938964844
1972,"ITH55",800,341.2799987792969
1973,"ITH55",800,198.72000122070312
1974,"ITH55",800,327.239990234375
1975,"ITH55",800,535.67999267578125
1976,"ITH55",800,474.1199951171875
1977,"ITH55",800,402.8399963378906
1978,"ITH55",800,480.6000061035156
1979,"ITH55",800,370.44000244140625
1980,"ITH55",800,349.9200134277344
1981,"ITH55",800,371.5199890136719
1982,"ITH55",800,382.32000732421875
1983,"ITH55",800,133.9199981689453
1984,"ITH55",800,355.32000732421875
1985,"ITH55",800,264.6000061035156
1986,"ITH55",800,372.6000061035156
1987,"ITH55",800,345.6000061035156
1988,"ITH55",800,189
1989,"ITH55",800,128.52000427246094
1990,"ITH55",800,407.1600036621094
1991,"ITH55",800,314.2799987792969
1992,"ITH55",800,426.6000061035156
1993,"ITH55",800,138.24000549316406
1994,"ITH55",800,221.39999389648438
1995,"ITH55",800,151.1999969482422
1996,"ITH55",800,79.91999816894531
1997,"ITH55",800,153.36000061035156
1998,"ITH55",800,450.3599853515625
1999,"ITH55",800,434.1600036621094
2000,"ITH55",800,182.52000427246094
2001,"ITH55",800,419.0400085449219
2002,"ITH55",800,380.1600036621094
2003,"ITH55",800,258.1199951171875
2004,"ITH55",800,392.0400085449219
2005,"ITH55",800,359.6400146484375
2006,"ITH55",800,2.1600000858306885
2007,"ITH55",800,92.87999725341797
2008,"ITH55",800,347.760009765625
2009,"ITH55",800,290.5199890136719
2010,"ITH55",800,425.5199890136719
2011,"ITH55",800,199.8000030517578
2012,"ITH55",800,77.76000213623047
2013,"ITH55",800,0
2014,"ITH55",800,73.44000244140625
1961,"ITH55",900,398.5199890136719
1962,"ITH55",900,285.1199951171875
1963,"ITH55",900,311.0400085449219
1964,"ITH55",900,361.79998779296875
1965,"ITH55",900,595.08001708984375
1966,"ITH55",900,325.0799865722656
1967,"ITH55",900,465.4800109863281
1968,"ITH55",900,336.9599914550781
1969,"ITH55",900,585.3599853515625
1970,"ITH55",900,612.3599853515625
1971,"ITH55",900,217.0800018310547
1972,"ITH55",900,493.55999755859375
1973,"ITH55",900,197.63999938964844
1974,"ITH55",900,473.0400085449219
1975,"ITH55",900,389.8800048828125
1976,"ITH55",900,464.3999938964844
1977,"ITH55",900,363.9599914550781
1978,"ITH55",900,474.1199951171875
1979,"ITH55",900,344.5199890136719
1980,"ITH55",900,313.20001220703125
1981,"ITH55",900,462.239990234375
1982,"ITH55",900,369.3599853515625
1983,"ITH55",900,274.32000732421875
1984,"ITH55",900,318.6000061035156
1985,"ITH55",900,334.79998779296875
1986,"ITH55",900,378
1987,"ITH55",900,482.760009765625
1988,"ITH55",900,246.24000549316406
1989,"ITH55",900,286.20001220703125
1990,"ITH55",900,426.6000061035156
1991,"ITH55",900,386.6400146484375
1992,"ITH55",900,516.239990234375
1993,"ITH55",900,250.55999755859375
1994,"ITH55",900,423.3599853515625
1995,"ITH55",900,693.3599853515625
1996,"ITH55",900,106.91999816894531
1997,"ITH55",900,260.2799987792969
1998,"ITH55",900,392.0400085449219
1999,"ITH55",900,469.79998779296875
2000,"ITH55",900,246.24000549316406
2001,"ITH55",900,407.1600036621094
2002,"ITH55",900,372.6000061035156
2003,"ITH55",900,414.7200012207031
2004,"ITH55",900,459
2005,"ITH55",900,388.79998779296875
2006,"ITH55",900,47.52000045776367
2007,"ITH55",900,196.55999755859375
2008,"ITH55",900,270
2009,"ITH55",900,295.9200134277344
2010,"ITH55",900,540
2011,"ITH55",900,279.7200012207031
2012,"ITH55",900,233.27999877929688
2013,"ITH55",900,10.800000190734863
2014,"ITH55",900,164.16000366210938
1961,"ITH55",1000,362.8800048828125
1962,"ITH55",1000,321.8399963378906
1963,"ITH55",1000,232.1999969482422
1964,"ITH55",1000,342.3599853515625
1965,"ITH55",1000,571.32000732421875
1966,"ITH55",1000,255.9600067138672
1967,"ITH55",1000,451.44000244140625
1968,"ITH55",1000,335.8800048828125
1969,"ITH55",1000,333.7200012207031
1970,"ITH55",1000,285.1199951171875
1971,"ITH55",1000,231.1199951171875
1972,"ITH55",1000,295.9200134277344
1973,"ITH55",1000,271.0799865722656
1974,"ITH55",1000,406.0799865722656
1975,"ITH55",1000,318.6000061035156
1976,"ITH55",1000,438.4800109863281
1977,"ITH55",1000,288.3599853515625
1978,"ITH55",1000,347.760009765625
1979,"ITH55",1000,290.5199890136719
1980,"ITH55",1000,276.4800109863281
1981,"ITH55",1000,395.2799987792969
1982,"ITH55",1000,372.6000061035156
1983,"ITH55",1000,375.8399963378906
1984,"ITH55",1000,315.3599853515625
1985,"ITH55",1000,299.1600036621094
1986,"ITH55",1000,359.6400146484375
1987,"ITH55",1000,669.5999755859375
1988,"ITH55",1000,300.239990234375
1989,"ITH55",1000,506.5199890136719
1990,"ITH55",1000,336.9599914550781
1991,"ITH55",1000,372.6000061035156
1992,"ITH55",1000,592.91998291015625
1993,"ITH55",1000,353.1600036621094
